ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
71/21,Javna uprava,"Delo - življenje (1971, letnik 10, številka 10)",">>Sodobnejša evidenca v socialnem zavarovanju
'Socialno zavarovanje v Jugoslaviji uvaja matično evidenco zavarovancev in upokojencev. Namen matične evidence je zbirati In urejati na komunalnih zavodih za socialno zavarovanje, za vsakega zavarovanca vso dokumentacijo, tako da bo ob izpolnitvi pogojev za invalidsko ali starostno pokojnino predložil samo zahtevek, izračun pokojninske osnove in pokojnine pa bo opravil elektronski računalnik.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-DHHJN8X5/d178a06b-24f0-43a1-bf37-13cb5ba05122/PDF
71/26,Javna uprava,"Delo (14.03.1971, letnik 13, številka 70)",>>V Beogradu posvet o uporabi računalnikov v pravosodnih in upravnih zadevah,http://www.dlib.si/listalnik/URN_NBN_SI_doc-IO1OBXPE/2/index.html
71/30,Javna uprava,"Tednik (21.01.1971, letnik 24, številka 3)",">>Popis 1971
'Obdelava gradiva bo tokrat centralizirana v Mariboru, ker v Ljubljani ni bilo mogoče najti ustreznih prostorov. Način obdelave zbranih podatkov bo avtomatski, ker se mehanografija poslužuje elektronskih strojev.'",http://www.dlib.si/stream/URN:NBN:SI:DOC-R5L4X9VQ/e3a3c4f6-790f-4369-84f6-682ddc627515/PDF
71/32,Javna uprava,"Delo (06.05.1971, letnik 13, številka 120)",">>Posvet o medobčinskem sodelovanju pri elektronski obdelavi podatkov
'Občinske uprave zaradi pomanjkanja finančnih sredstev zaostajajo za gospodarskimi družbami, bi pa lahko s pomočjo računalnikov v gospodarskih družbah hitro ujeli zamujeno''Pravtako zamisel o prihodnjem skupnem nakupu računalnika'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-L74CSL35/18/index.html
71/33,Javna uprava,"Delo (04.08.1971, letnik 13, številka 209)",>>Računalniki brez carine - Kakšne so splošne usmeritve na področju uvajanja elektronskih računalnikov,http://www.dlib.si/listalnik/URN_NBN_SI_doc-QUBTZEM5/2/index.html
71/36,Javna uprava,"Delo (28.07.1971, letnik 13, številka 202)",>>Občina Maribor kupila računalnik Nixdorf,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-30GTIEHO/20/index.html
71/39,Javna uprava,"Delo (19.06.1971, letnik 13, številka 164)",">>V Novi Gorici pionirsko delo pri uvajanju elektronike v občinske uprave
'Poleg odmere davkov na osebne dohodke, pripravlja služba še odmero prispevkov iz dohodkov kmetijskih pridelovalev ter davčno knjigovodstvo. V nadaljevanju pa planirajo še odmero prispevkov od mestnega zemljišča ter pripravo registra občanov'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-Q4LX5JYA/4/index.html
71/45,Javna uprava,"Delo (01.10.1971, letnik 13, številka 267)",">>Jugovizija - predlog za uporabo video konferečne tehnologije v državni upravi
'Predvsem gre za to, da se uporabi tehnologija za pomoč v javni upravi'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YHK9VU4A/6/index.html
71/49,Javna uprava,"Delo (05.11.1971, letnik 13, številka 301)",">>Primorske občinske skupščine prehajajo na nov način obdelave podatkov na računalnikih podjetij
'Ustanovitev skupne medobčinske službe za elektronsko obdelavo podatkov'
'V Novi Gorici je občina na računalniku Meblo že odmerila davek itd, to pa bodo prihodnje leto opravljali že v vseh občinah. S sodelovanjem si bodo zagotovile ustrezne programe, ki jih bodo potem dale v obdelavo na računalnik podjetjem, kjer bodo pač najboljši pogoji'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6TEMPE78/22/index.html
71/50,Javna uprava,"Delo (26.12.1971, letnik 13, številka 349)",">>Računalniki v občinskih upravah
'Uprava naj bi bila bolj učinkovita, hitrejša, preglednejša, in naj bi koristila občanom''Primer novogoriške uprave in primorskih občin po zgledu zahodno nemških občin, kažeta, da se uprava že zaveda prednosti in koristi moderne obdelave podatkov'
'Boljše da avtomatizacija uprave ostanev rokah uprave kot pa kakšnega zavoda. Modernizacija uprave bi morala napredovati po enotnih projektih in programih v celotni državi''Prizadevati si moramo, da bi zajela tudi komunalo, šolstvo, zdravstvo in stanovanjska podjetja po občinah, tako bi prišla do izraza korist celovite obdelave podatkov'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1GUD47P7/4/index.html
71/53,Javna uprava,"Tedenska tribuna (08.12.1971, letnik 19, številka 49)",>>Knjižnice in elektronski računalniki,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-27MG8BHN/6/index.html
71/56,Javna uprava,"Delo (27.02.1971, letnik 13, številka 55)",">>Republiška skupnost socialnega zavarovanja
'Z novo mehanografijo bodo pospešili postopkek upokojevanja, izračune pokojnin, še posebej pa bodo strojno obdelani podatki v korist zdravstvenemu zavarovanju.'
'Stroške si bodo delile republiška in regionalne skupnosti'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-6Q1OBZ3H/2/index.html
72/37,Javna uprava,"Delo (27.10.1972, letnik 14, številka 294)",>>V Beogradu tri dnevni mednarodni seminar OECD o uporabi računalnikov v javni upravi.,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-56HZXQ1N/2/index.html
73/14,Javna uprava,"Delo (05.01.1973, letnik 15, številka 3)",">>UniLJ razširitev računalniške mreže 
'Predlaga vzpostavitev terminalov na posameznih fakultetah, vendar je vprašanje pomanjkljivega kadra in programske opreme ostalo odprto.. Na univerzi zagovarjajo, da se bo kader z uvedbo tudi postopno usposobil za uporabo'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4YMFLSZ8/4/index.html
73/15,Javna uprava,"Delo (08.02.1973, letnik 15, številka 37)
in Knjižnica 17/1973",">>Računalniki tudi v knjižnicah
'VTŠ gosti seminar zveze društev bibiliotekarjev o uporabi računalnikov v knjižnicah'
>>Uvajanje računalnikov v knjižnice","http://www.dlib.si/listalnik/URN_NBN_SI_doc-MPVPHECV/8/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-JAMKU3NS/index.html "
73/29,Javna uprava,"Delo (17.10.1973, letnik 15, številka 283)
in Delo (30.10.1973, letnik 15, številka 296) ",">>Občina Celje ugotovila, da imajo že 6 računalnikov ob katerih dela 300 ljudi
'Pozivajo k boljši izrabi, povezovanju in zmernosti pri porabi deviz'
'Opravljajo predvsem rutinska dela, informacijski sistem ni razvit, ni integracije, zato iz družbenega in ekonomskega vidika niso rezultati primerni glede na vrednost investicij'
'Preveriti je treba možnost, da se en računalnik nadgradi, da bo lahko opravljali tudi težje naloge, ostale enote pa se povežejo kot terminali, razmišljati pa tudi o integraciji v širše sisteme, v slo in yu omrežje'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-D27BEM08/18/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-M7IKAHDU/20/index.html "
74/19,Javna uprava,"Občinski poročevalec (20.04.1974, letnik 13, številka 4)",">>Občina Domžale
'Letos smo začeli uvajati avtomatsko obdelavo podatkov v davčno upravo, tako prenašamo celotno odmero od kmetijstva in stavb na računalnik, ravno tako pa vodenje davčnega knjigovodstva za te odmere, kar terja dodatne napore.. v letu 1974 bomo odmerjali davek od kmetijstva in stavb ter vodili davčno knjigovodstvo s pomočjo računalnika'",https://www.dlib.si/stream/URN:NBN:SI:DOC-9UPHFK8M/6aba206c-1539-4cf4-986d-2474e393fd2e/PDF
74/38,Javna uprava,"Sobotna priloga (24.08.1974, letnik 16, številka 197)",">>Izpopolnitev in modernizacija statistično-informacijskega sistema
'Projekt uresničuje Zavod za statistiko že od 1970, pomagajo pa že od vsega začetka tudi izvedenci OECD'Vse teče za javnost neopazno'
'Uskladitev, poenotenje in racionalizacija zbiranja informacij v Sloveniji'
'Bistvo je v formiranju in odpravi razlik med tremi osnovnimi med seboj povezanimi registri: Register prebivalstva, register organizacij in njihovih enot, ter register teritorialnih enot.. Slednja obstajata že 15 let, register prebivalstva pa le v Sloveniji in to že 21 let'
'Statistika na osnovi teorije družbene baze in nadgradnje'
'Banka podatkov v zbirni obliki.. sedanja je banka podatkov Letopis.. če bi imeli na razpolago primerno velik računalnik, bi lahko zajela več informacij, vendar Zavod za statistiko trenutno nima svojega računalnika, oziroma ustreznega sistemskega deleža'
'Potrebujemo računalnik, ki bo imel pomnilnik za 2 miljardi znakov in bi ga lahko kasneje še povečali. Ustrezni pomnilniki za Cyber 72 bi bili dražji kot če bi kupili lasten računalnik'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-Y0BJPMCU/6/index.html
75/18,Javna uprava,"Delo (07.02.1975, letnik 17, številka 31)",">>Moderni informativni sistemi v javni upravi
'Anketa v Jugoslovanskih občinah pokazala da so nekater občine že sprejele avtomatsko obdelavo podatkov in sodobne informacijske sisteme. Nekatere imajo lastne centre za elektronsko obdelavo, nekatere pa se poslužujej računalnikov gospodarskih družb. V mnogih občinah pa ni niti sledu o tem'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2XXLQS8O/6/index.html
76/12,Javna uprava,"Delo (06.01.1976, letnik 18, številka 3)",">>Izdelan osnutek zakona o osebnih matičnih številkah
'Emšo sprejele vse občine razen ljubljanskih, po teh je urejena datoteka stalnega prebivališča v centralnem registru zavoda za statisiko.'
'ZAVOD ZA STATISTIKO NI ZADOVOLJIVO OPREMLJEN SAJ NIMA RAČUNALNIKOV!'
>>V KBM Maribor čakajo na računalnik",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-E3LV4P34/4/index.html
76/13,Javna uprava,"Delo (09.01.1976, letnik 18, številka 6)",">>Izmenjava programskih in organizacijskih rešitev
'Do sedaj so posamezni uporabniki vsdak zase uvajali računalništvo in med seboj nepovezane informacijske sisteme, zato je skrajni čas da se začne z delom na povezovanju in izmenjavi in boljšem izkoriščanju sredstev'
'S povezovanjem in uvajanjem poenotenih programskih in podatkovnih rešitev je možno hitreje in uspešneje reševati organizacijske in tehnične probleme''Stroški so manjši, izkoriščenost opreme in kadrov večja'
'Komisija za Informatiko in računalništvo prevzema nalogo povečevanja takšnega sodelovanja'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-N02KA6HA/4/index.html
76/14,Javna uprava,"Delo (31.01.1976, letnik 18, številka 25)","Potrebno korenito spremeniti, poenotiti in prilagoditi računalniški obdelavi celo zasnovo zbiranja, obdelovanja in analiziranja zdravstvenih, strokovnih in organizacijskih podatkov'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-1VN77DOZ/2/index.html
76/15,Javna uprava,"Delo (04.02.1976, letnik 18, številka 28)",">>Predlog dogovora o skupnem razvoju računalništva in informatike na celjskem območju
'Podpisnice bodo ustanovile območni center za avtomatsko obdelavo podatkov kot skupno strokovno službo z ustrezno opremo in kadri, pri tem bo odbor določil katera strokovna ustanova bo prevzela funkcijo območnega računskega centra''Sprejeli tudi dogovor o vlogi Razvojnega centra Celje, bivšega Zavoda za napredek gospodarstva Celje, kot organizacije na področju planiranja, projektiranja avtomatske obdelave, informatike, organizacije dela..'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-L9EMGBCR/24/index.html
76/16,Javna uprava,"Delo (05.02.1976, letnik 18, številka 29)",">>Davki in računalniki
'Skoraj povsod bodo podatke o skupnih dohodkih obdelovali z računalniki, razen tam kjer imajo malo prijav.. Računalniki so zelo obremenjeni. V Ljubljani bo podatke za vse občine obdelovala mestna služba za avtomatsko obdelavo.. V Mariboru bodo davek odmerjali z računalniki v začetku Maja, za precej občin štajerske bo podatke obdelala služba v Celju, za pomurske občine pa v centru v Muri, tudi ptujske in konjiške prijave bo obdelal računalnik'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-N0U459HM/4/index.html
76/20,Javna uprava,"Delo (19.03.1976, letnik 18, številka 66)",">>10 letni program razvoja ljubljanskega cestnega omrežja 
'Upošteva tudi razvoj semaforizacje, saj nameravajo uvesti avtomatsko vodenje prometa s pomočjo elektronskega računalnika'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-RD37WD2A/14/index.html
76/21,Javna uprava,"Delo (27.03.1976, letnik 18, številka 73)",>>Jugoslovanski sistem pravnih informacij,http://www.dlib.si/listalnik/URN_NBN_SI_doc-S3EB5FTE/2/index.html
76/24,Javna uprava,"Delo (20.04.1976, letnik 18, številka 93)",">>Zavod za avtomatsko obdelavo Trnovo
'V začetku leta so Skupščina mesta Ljubljana in ljubljanske občine po posebnem dogovoru ustanovile Zavod za avtomatsko obdelavo podatkov v Trnovem, saj so vse večje potrebe presegale zmogljivost referata za aop, ki je bil ustanovljen 1971 v okviru ljubljanske uprave za notranje zadeve'
'V prvi etapi bodo obdelovali podatke za odmero davka na skupni dohodek, dohodek od kmetisjtva in dohodek stavb, tečejo pa že priprave za prehod celotnega davčnega knjigovodstva'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-40YQY7YC/8/index.html
76/25a,Javna uprava,"Delo (23.04.1976, letnik 18, številka 96)",">>Posvet konference jugoslovanksih mest v Celju o komunalnem informacijskem sistemu
'Okoli 50 jugoslovanskih mest je delo organov posodobilo s priključki na računalniške sisteme.. Izkušnje teh mest pa bodo brez dvoma spodbuda za pospešeno vključevanje računalnikov tudi drugod. Razpravlje so tudi o oblikovanju bank podatkov, prostorskega informacijskega sistema ipd.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-YQ50FO44/2/index.html
76/27,Javna uprava,"Delo (14.05.1976, letnik 18, številka 111)",">>Komisija za računalništvo in informatiko
'Medsebojna razmerja in interesi v tem celovitem sistemu bodo urejeni z družbenim dogovorom, ki ga je potrebno čimprej pripravit'
'Komisija sprejela predlog o popisu računalniške in programske opreme ter organizacijskih rešitev v računskih centrih v gospodarstvu, v 181 organizacijah'
>>RSNZ vključila v redno delovanje elektronski računski center
'Računalnik IBM 370/145, ki omogoča povezavo prek terminalov'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-QBAEK5EX/4/index.html
76/32,Javna uprava,"Delo (03.07.1976, letnik 18, številka 154)",>>Računalnik omogoča sodelovanje občanov pri urbanističnih načrtih za Ljubljano,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-3U8V06D3/28/index.html
76/33,Javna uprava,"Delo (17.07.1976, letnik 18, številka 166)",">>Popis komisije za računalništvo in informacijski sistem
'Več kot polovica računalnikov v zajetih 236 enotah je izkoriščena več kot optimalno'
'Očitno pa je, da sedanje zamrznjeno stanje naložb v računalništvu, njegovem razvoju in gospodarstvu ne ustreza! Že pol drugo leto je zaradi zavrtega uvoza onemogočena sleherna dopolnitev ali razširitev starih ter gradnja novih sistemov'
'Omejitve so imela tudi zdravilni učinek, zavrle so neusklajen razvoj, ki so ga krojili predvsem vplivi tujih proizvajalcev, ne pa družbene potrebe'
'Popis bo šele pokazal stanje zmogljivosti in izkoriščenosti sistemov'
'Še vedno se pripravlja samoupravni sporazum o vzpostavljanju in povezovanju računalniških informacijskih sistemov pri nas'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-DDNA9783/4/index.html
76/35,Javna uprava,"Delo (28.08.1976, letnik 18, številka 201)",>>Carina bo po novem vse podatke obdelovala na svojem računalniku,http://www.dlib.si/listalnik/URN_NBN_SI_doc-9SWNSM9Y/2/index.html
76/41,Javna uprava,"Delo (22.10.1976, letnik 18, številka 248)",>>Sodobne metode v Arhivu SRS,http://www.dlib.si/listalnik/URN_NBN_SI_doc-QQRBWKR3/8/index.html
76/45,Javna uprava,"Delo (27.01.1976, letnik 18, številka 21)",">>Posvetovanje o razvoju računalništva na tolminskem
'Niso se mogli odločiti ali naj v občini ustanovijo enotni računalniški center, ali naj se podjetja opremijo z manjšimi, ki bi se povezovali v republiški center''Obiskali bodo Meblo, računski center postojnskih gozdarjev in RRC'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-2X99V7AE/20/index.html
77/14,Javna uprava,"Občinski poročevalec(30.04.1977, letnik 16, številka 7)",">>Računalništvo v Občini Domžale
'Naša občina je določena kot poskusna občina za uvedbo računalništva, za upravne organe financirati nabavo aktivnega terminala. Pri tem bo republiški komite za plan in informacije sofinanciral programe in uvajanje tega računalništva'
'Obstoječi katastrski operat smo v celoti naložili na magnetne trakove v letih 1969-70. V letu 1976 je prehajala obdelava na nov računalnik pri Geodetskem zavodu SRS'",https://www.dlib.si/stream/URN:NBN:SI:DOC-2QI4PRO1/09df404f-79ca-49e2-a68d-438cac92ffe9/PDF
77/18,Javna uprava,"Delo (11.01.1977, letnik 19, številka 7)",">>V Ljubljanski banki premajhna zmogljivost elektronskega računalnika
>>Menjava vozniških dovoljenj
'Vozniki bodo morali izpolniti nov evidenčni list, ker bodo uprave za notranje zadeve podatke priredile za avtomatsko obdelavo in bodo vključeni v enotni računalniški sistem RSNZ'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-TG7MXUMB/10/index.html
77/19,Javna uprava,"Delo (16.02.1977, letnik 19, številka 38)",">>Regionalni računalniški center v Kopru
'Tomos je prvi dobil računalnik na obali in obdeloval podatke tudi za druge, nekateri izmed njih so si kupili manjše sisteme-Stavbenik, Splošna plovba in Delamaris'
'Kot tudi na drugih območjih, se na kraško-obalnem pripravljajo na ustanovitev regionalnega centra, ki bo upajo že letos v novem poslopju Koprske kreditne banke''Vrsta izkušenj potrjuje kako je potrebno z usklajenim povezovanjem elektronskih sredstev doseči večjo smotrnost in izkoriščenost.'
>>Neenotnost v računalništvu
'Pogrešali smo dogovorjeno politiko pri nabavi računalnikov. Liberalen pristop je zapustil neurejeno stanje pri informacijskih sistemih. Nujno je potrebna usmeritev k združevanju sredstev za izgradnjo računalniške infrastrukture'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-EXLS5Z7W/2/index.html
77/27,Javna uprava,"Delo (11.06.1977, letnik 19, številka 134)",">> Republiški sekretariat za pravosodje, organizacijo uprave in proračun
'Razpis za vodjo strokovne skupine za napredek upravnega poslovanje in INDOK, ki skrbi za sodelovanje in izmenjavo dosežkov na področju modernizacije dela ter uvajanje računalništva in INDOK dejavnosti med organi republiške in občinske uprave'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-B0XZHOPQ/10/index.html
