ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
83/46,Seznam,"Delo (23.11.1983, letnik 25, številka 272)",">>ECM in računalniki
'Pri razvoju uporabne in sistemske opreme na skupnem računalniku IBM4341 sodelujejo sovlagatelji. Ima centralni pomnilnik 4MB, 3,7GB velik disk in 6 magnetnih trakov, 20 lokalnih terminalov, dva tiskalnika, disketnika in kartični enoti. Predvidevajo razširitev računalnika in mreže ter mikrofilmskega centra.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-7L2D7L09/16/index.html
83/50,Seznam,"Delo (22.12.1983, letnik 25, številka 295)",>>Kovinotehna in Merx skupni nakup računalnika IBM,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-003W7F6F/20/index.html
84/10,Seznam,"Viharnik (1984, letnik 17, številka 11)",>>Računalnik in terminalska mreža v Lesna Slovenj Gradec,https://www.dlib.si/stream/URN:NBN:SI:DOC-QS0MLFKF/025a3579-c555-47c6-bc05-c2363e6e4414/PDF
84/11,Seznam,"Preseki (1984, letnik 20, številka 1)
in Preseki (1984, letnik 20, številka 2)",">>12 let uporabe računalnika na GG Bled
>>Program uporabe računalnika Delta 644/160","https://www.dlib.si/stream/URN:NBN:SI:DOC-RJUWHSGD/4a58c8a2-30d9-4f86-8855-b96542e50bc1/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-QWFP7SJD/7e0734b8-0cb7-43d5-912c-eb8068f03460/PDF "
84/14,Seznam,"Aluminij (april 1984, letnik 21, številka 4)",>>Nakup 2xIBM4341 s periferijo v Unial-u,https://www.dlib.si/stream/URN:NBN:SI:DOC-WFKWGY8X/193aa16e-c5a0-4844-8238-e1f5ba157ee1/PDF  
84/18,Seznam,"Naš Aero (1984, letnik 23, številka 5)",">>Aero IBM System 1
'Odprli obnovljene prostore našega računalniškega centra in vgradili nov računalnik IBM Sl.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-TYA5X3U0/cce1c834-67a5-4b8d-8955-7e5005ff4ead/PDF
84/29,Seznam,"Delo (08.03.1984, letnik 26, številka 56)",">>Razširitev obstoječih računalniških kapacitet v IMP
'Prehod na interaktivni distribuirani koncept obdelave z domačo opremo kupljeno pri Iskra Delta'
>>Novi Sinclairjev QL naj bi bil tekmec IBM PC in Apple II",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-38QCDBHM/2/index.html
84/36,Seznam,"Delo (21.04.1984, letnik 26, številka 94)",>>Računalniški center v hotelu Argonavti Nova Gorica,http://www.dlib.si/listalnik/URN_NBN_SI_doc-POF14W78/2/index.html
84/39,Seznam,"Sobotna priloga (05.05.1984, letnik 26, številka 103)",">>Računalniki v TAMu
'Zaradi velike količine sestavnih delov morajo imeti v TAMu v vsakem trenutku vpogled v stanje in gibanje zalog, kar pa je ob več desettisoč kosih praktično nemogoče izvajati ročno. TAM ima v treh bazah toliko podatkov da zasedejo 600 miljonov znakov statičnega pomnilnika. Prednost računalniško podprte proizvodnje in poslovanja je v interaktivnosti.'
'Sistem RPIS-računalniško podprt informacijski sistem-uvajajo in razvijajo od leta 1981 v sodelovanju z Iskra Delta in Univerzo v Mariboru. Uporabo računalnika vključujejo na področja: razvojno inženirstvomm razvoj in osvajanje proizvodnje, spremljanje in vodenje proizvodnje, trženje in rezervni deli, finančno in kadrovsko področje. Vse to so izpeljali v dve letih. Prvi interaktivno usmerjeni sistem Delta 340 so uvedli leta 1980. Računalništvo v TAMu doma od leta 1955, ko so dobili prvi IBM 602-A, ki so ga uporabljali zase in za druge, leta 1965 ko so dobili prvi elektronski sistem IBM 1401 pa so ga začeli uporabljati za poslovno proizvodne obdelave.'
'Potem je bil prehod od parcialnosti k sistemu v TAMu prepočasen. V osemdeseta so prišli z dvema zunanjima servisnima centroma v ECM in Dravskinh elektrarnah in enim zastarelim računalnikom v tovarni. Usmeritev v regionalne centre je bila v primeru TAMa zgrešena. Sistema, kot so ga razvili v zasdnjih dveh letih, si brez lastne opreme ni mogoče zamisliti.'
'Zdaj imajo računalnike Delta 4780/500, 340/80 in 340/05. 35 terminalov, 20 jih še nameščajo.. Izraba zmogljivosti pa je že 90%. Iz drugih tovarn se hodijo posvetovat k njim. Z uvedbo robotike še čakajo.'
'Pors 3 .. Posebna raziskovalna skupnost za elektrokovinsko industrijo bo ustanovil oddelek za robotizacijo. Razvili naj bi 5 ali 6 tipov robotov, upoštevaje dosežke Gorenja, Mihajlo Pupin, Iskre in IJS. TAM bo sodeloval pri razvoju robotov.'
'Iskra Delta dobavlja strojno in programsko opremo in svetuje. Poleg TAM razvijajo sistem tudi z drugimi podjetji Prvi partizan, Strojna in TSN v Maribour, z Vozila Nova Gorica, Iskra Avtoelektrika, SIP Šempeterm Kartonažna tovarna Ljubljana..'
'Bistveni problem, ugotavljajo ni cena opreme in obratovanja, ampak miselnost, predsodki, nizka informacijska kultura.'
>>Podatki o onesnaženosti na Hidrometeorološken zavodu bodo statistično obdelani takoj, ko bo Iskra zavodu dobavila primeren računalnik",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-Q40LDL0N/4/index.html
84/45,Seznam,"Delo (31.05.1984, letnik 26, številka 125)",>>V Metalni Maribor so se odločili za nakup HP računalnika,http://www.dlib.si/listalnik/URN_NBN_SI_doc-GHHOOM90/2/index.html
84/52,Seznam,"Delo (12.06.1984, letnik 26, številka 135)",">>Delta v ETI dobro izkoriščena in jo nadgrajujejo
'Imajo že 23 terminalov, računajo pa, da bi rabili kar 66 terminalov.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-LCUZFNKZ/16/index.html
84/70,Seznam,"Delo (27.08.1984, letnik 26, številka 199)",">>Iskra Delta Partner v Združenju tekstilne industrije Jugoslavije
'Uporabljen bo za registracijo vseh poslov s tujino. Podatke bodo primerjali s tistimi, ki pridejo na Statistični urad iz Carine in s tistimi, ki jih beležijo v Luxemburgu, kjer je osrednji računalnik EGS'
>>Nuklearka Krško, vse uravnavajo in beležijo računalniki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-J0IYR1JA/2/index.html
84/73,Seznam,"Delo (14.09.1984, letnik 26, številka 215)",">>V Savi računalnik uravnava proizvodnjo glede na podatke o debelini premaza, ki jih sproti sporoča naprava na podlagi beta žarkov",http://www.dlib.si/listalnik/URN_NBN_SI_doc-9N7X4QXZ/22/index.html
84/76,Seznam,"Delo (19.09.1984, letnik 26, številka 219)",">>V krški tovarni celuloze in papirja Djuro Salaj so se odločili za nakup mikroračunalnika, s katerim nadzorujejo smotrno porabo elektrike
'V času uporabe vsak mesec plačajo za več miljonov manj elektrike kot običajno. Naložba je povrnjena v manj kot enem mesecu. Angleško napravo je montiralo podjetje Elektroprojekt Ljubljana, podobne pa bo izdelovala tudi Iskra. Kmalu jo bojo namestili v Konus Slovenske Konjice.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-7FZY32M2/14/index.html
84/127,Seznam,"Koroški fužinar (05.09.1984, letnik 34, številka 3)",">>Delta 4850 v Železarni Ravne
'Za procesno in operativno računalniško vodenje smo predlagali nakup DELTA 4850. Ta bo omogočil nadaljni razvoj projektov materialnega poslovanja, planiranja zmogljivosti in terminiranja.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-VOI88JDO/041baee6-709b-4229-a40e-13d9c23b4b7e/PDF
84/128,Seznam,"Delo (23.05.1984, letnik 26, številka 118)",>>Delta 4850 v računalniškem centru univerze v Mariboru,https://www.dlib.si/listalnik/URN_NBN_SI_doc-HT6ZRMKK/4/index.html
84/130,Seznam,"Delo (24.01.1984, letnik 26, številka 18)",">>Nov računalnik IBM 4331 v Jeklotehni
'Računalnik uvedli že leta 1974, ki so ga hitro prerasli in so se leta 1980 povezali s centrom v Dravskih elektrarnah na računalniku IBM 370/135. Nov računalnik bo last Jeklotehne.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-ER9QCVJV/20/index.html
85/01,Seznam,"Informatica (1985, letnik 9, številka 5)",>>Izkušnje pri delu z računalniškimi mrežami v računalniškem centru Univerze v Mariboru,http://www.dlib.si/stream/URN:NBN:SI:DOC-3IDYJ8G3/2ceb95f2-0b1d-477f-a1a0-640575217920/PDF
85/90,Seznam,"Rodna gruda (1985, letnik 32, številka 5)",">>Delta 4850 v Bolnišnici Franca Derganca v Šempetru
'V splošni bolnici Franca Derganca v Šempetru so uvedli računalniški sistem, ki bo znižal stroške. To je sistem Iskra Delta 4850 s spremljajočo opremo za zbiranje in obdelavo podatkov.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-47QIW0A6/9441ecde-4cd6-4cd3-82a8-7e1514f094b9/PDF
85/91,Seznam,"Gorenjski glas (08.11.1985, letnik 38, številka 85)",">>Delta 4850 v Ljubljanski banki
'Leta 1985 je banka pridobila nov računalnik, s katerim želimo izboljšati informacijski sistem, za to želimo pridobiti strokovnjaka za delo z računalnikom Delta 4850.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-RC6XTZ5F/a2a77a73-4b9c-49f2-94be-ff703a1ce7f9/PDF
85/92,Seznam,"Naš čas (21.02.1985, letnik 21, številka 7)",">>Obdelava podatkov občine na računalniku Delta 4850 v podjetju EKO
'Z namenom, da bi, na osnovi zakonskih določil in potreb subjektov družbenega sistema informiranja, čim bolj organizirano zbirali, obdelovali in izkazovali potrebne podatke oziroma informacije, so upravni organi prenesli avtomatsko obdelavo podatkov v Titovo Velenje, na računalnik DELTA 4850 delovne organizacije EKO in postavili osnovno obliko informacijskega sistema upravnih organov.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-5PPP2FLL/df7eebd4-39a5-4497-96fa-5488ed1ca062/PDF
85/93,Seznam,"Dolenjski list (25.07.1985, letnik 36, številka 30)",">>Delta 4850 v Beti Metlika
'Metliška Beti je te dni prodala oba svoja računalnika in dobila novega. Najstarejšega, Honneywell, ki so ga kupili pred 13 leti, so prodali zadrskemu Bagatu, ki ima enak sistem, novejšega, Delto 644, pa so za 44 milijonov dinarjev prodali Gorjancem. Novi računalnik Delta 4850 je že v Metliki in bo konec tega meseca nameščen.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-BZHRJNFH/0e566451-956a-48d7-9f63-0c0953442217/PDF
85/94,Seznam,"Kurir (15.11.1985, letnik 14, številka 7/8)",">>Menjava računalnika v IMV Novo mesto
'Računalniški sistem IBM 370/138, ki ga je IMV imel do maja tega leta, je bil dobavljen in nameščen leta 1978. Leta 1980 je bil tehnološko zastarel, ker je njegova arhitektura izvirala iz sredine šestdesetih let. Izbrali smo domačega proizvajalca Iskra Delta iz Ljubljane ter v prvi fazi nabavili računalniški sistem Delta 4850/300.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-QEQ9NCOC/4bda0ef1-6a35-4603-b7ba-a0a2b7e41624/PDF
85/98,Seznam,"Dolenjski list (03.10.1985, letnik 36, številka 40)
in Dolenjski list (20.06.1985, letnik 36, številka 25)",">>Menjava računalnika v Beti Metlika
'V metliški Beti so avgusta nabavili nov računalnik Delta 4850, ker je bil Delta 644/160, ki so ga uporabljali od začetka leta 1983, prepočasen.'","https://www.dlib.si/stream/URN:NBN:SI:DOC-XEZ8MRHI/20f870a4-9d63-4cda-aa30-c53bc21467c0/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-WOUWQYHP/1ca0126d-d21d-4dda-bc49-ac48dde4a5b5/PDF "
85/99,Seznam,"Delo (01.10.1985, letnik 27, številka 228)",">>Delta 4850 na Zavodu za družbeno planiranje Ljubljana
'Išejo sistemskega programerja in upravljalca podatkovnih baz za delo na računalniku Delta 4850/300.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-6M103EIR/6/index.html
85/100,Seznam,"Delo (13.12.1985, letnik 27, številka 288)",">>Stanovanjsko podjetje Ljubljana nakup Delta 4850
'Podatkovo ne morejo več obdelovati v drugih računalniških centrih zato bodo ustanovili lasten center z računalnikom Delta 4850/300.'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-93KKS7WU/8/index.html
86/22,Seznam,"Štorski železar (november 1986, letnik 26, številka 11)
in Štorski železar (november 1985, letnik 25, številka 14)",">>20 let računalništva v Železarni Štore
'Dogovor o uvedbi AOP sklenjen že leta 1961 z EMO in Cinkarno Celje. Takrat začeli usposabljati kader-5 ljudi iz vseh treh podjetij-v mariborskem Zavodu za organizacijo in revizijo, praktični del usposabljanja pa je potekal v TAM-u. Cinkarna Celje je leta 1962 odstopila, z likvidacijo IBM Jugoslavija pa smo morali poiskati nov način da pridem do strojev. Leta 1963 je bil v EMO ustanovljen mehanografski oddelek, pri tem pa je pomagal strokovnjak iz TAM in Zavoda za organizacijo in revizijo. Leta 1964 se je oddelek še bolj kadrovsko okrepil, prve obdelave/preglede na podlagi novega sistema pa smo izvedli v Železarni Jesenice. K centru se je pridružila Kovaška industrija Zreče, še vedno pa smo iskali računske stroje. Takrat je bilo možno kupiti le dva elektronska računalnika IBM 1401 in GE Bull Gamma 10, ter klasično garnituro IBM 421. V Sloveniji so bile takrat nameščene te klasične garniture v TAM, Litostroj, Železarna Jesenice in Rog Ljubljana. Leta 1966 smo pridobili to garnituro rabljeno od Narodne banke v Beogradu, računski stroj 602-A rabljen iz Avstrije in luknjalnike rabljene iz Sarajeva. Leta 1967 smo že izvedli prve obdelave.. tudi za KK Žalec. Leta 1968 je računski center EMO kupil nov elektronski računalnik IBM 360/25. V sedemdesetih se je obdelava širila na vse več področij. Leta 1978 je Železarna dobila svoj IBM 360/25, ki je bil prej rabljen v Lisca Sevnica. Ta je bil najet za krajši čas, da smo se osamosvojili. Leta 1981 smo v oddelku za avtomatizirano vodenje procesov dobili Apple II. Glede na omejene zmogljivosti računalnika, ni bilo mogoče izdelati vseh obdelav.. Najeli smo še IBM 370/135, ki je bil prej rabljen v Železarni Ravne. Priključenih je bilo 8 zaslonskih terminalov za interne potrebe. Ob prihodu je bilo v našem AOP izdelanih že več kot 1000 programov. Leta 1985 smo po dologotrajnih pripravah in čakanju na soglasje za uvoz pridobili nov računalnik IBM 4381, ki je omogočal interaktivno vnašanje in obdelavo podatkov. Istega leta je bil nabavljen tudi procesni računalnik Iskra Delta 644/160 z 9 zaslonskimi terminali. Skupaj z Železarno Ravne uvajamo avtomatizacijo vodenja proizvodnih procesov v jeklarni.'  
>>Kako je potekala menjava računalnika","https://www.dlib.si/stream/URN:NBN:SI:DOC-BRUPJ0PO/c52456a3-b0ce-4cc8-9ef6-b9aec652b7c6/PDF
https://www.dlib.si/stream/URN:NBN:SI:DOC-DHNWWWGN/7a25d952-4cb6-4546-a9ae-19f511ed6643/PDF "
86/23,Seznam,"Delo (17.03.1986, letnik 28, številka 63)",">>Licitacija SDK računalnik IBM 370/135 letnik 1972, IBM 370/138 letnih 1978",https://www.dlib.si/listalnik/URN_NBN_SI_doc-A6WA7AZU/18/index.html
86/24,Seznam,"Aluminij (januar 1986, letnik 23, številka 1)",">>Nameščen nov računalnik IBM 4361, ki bo zamenjal dosedanji IBM 370/115",https://www.dlib.si/stream/URN:NBN:SI:DOC-B4M654RC/2e7670b6-b41f-4a48-8b7e-7db6a44738dd/PDF
90/01,Seznam,"Delo (18.05.1990, letnik 32, številka 114)",">>Licitacija Zavod za statistiko FACOM M 180 II AD
'Centralna procesna enota, 5 enot izmenljivih diskov, 4 enote fiksnih diskov, 4 devetsledne enote nagnetnih trakov, dva vrstična tiskalnika, komunikacijski procesor, čitalnik kartic, 33 različnih terminalov, 30 različnih modemov. Oprema je bila nameščena 1980 in je brezhibna.'",https://www.dlib.si/listalnik/URN_NBN_SI_DOC-2ADVFJHJ/18/index.html
78/18,Seznam,"Delo (24.06.1978, letnik 20, številka 145)
in Delo (11.11.1978, letnik 20, številka 262)",>>Oglas Zavod SRS za družbeno planiranje za delo na računalniku PDP 11/34,"https://www.dlib.si/listalnik/URN_NBN_SI_doc-VFT7YSU9/4/index.html 
https://www.dlib.si/listalnik/URN_NBN_SI_doc-GCD88XAT/22/index.html "
78/21,Seznam,"Delo (23.09.1978, letnik 20, številka 221)",">>Oglas Donit programer na IBM 370/135
'Programer za organiziranje poteka obdelav in izvedbo obdelav na sistemu..'",https://www.dlib.si/listalnik/URN_NBN_SI_doc-XY2S2MLO/12/index.html
78/23,Seznam,"Delo (17.08.1978, letnik 20, številka 189)",>>Oglas Alpetour za 3 programerje na računalniku IBM 370,https://www.dlib.si/listalnik/URN_NBN_SI_doc-FL6AW6JR/12/index.html
79/33,Seznam,"Delo (16.02.1979, letnik 21, številka 39)",>>Oglas Prometni inštitut za programerja na računalniku IBM 370/138 in dva luknjača,https://www.dlib.si/listalnik/URN_NBN_SI_doc-MY6L4X5R/33/index.html
83/55,Seznam,"Delo (26.11.1983, letnik 25, številka 275)",>>Color proda NCR 399-16K,https://www.dlib.si/listalnik/URN_NBN_SI_DOC-CSYJBV73/14/index.html
84/129,Seznam,"Delo (12.10.1984, letnik 26, številka 239)",>>Dražba Mercator NCR Century 200,https://www.dlib.si/listalnik/URN_NBN_SI_doc-6HZZEMBA/20/index.html
KP/02,Šolstvo/Znanost,"Kiberpipa galerija, Partner za šole, 1985",">>Ponudba Iskra Delta za šole
'Glavni namen poučevanje računalništva in informatike.. privajanje na delo z računalnikom, učenje programiranja. Dodatno naj bi računalnik z ustrezno programsko opremo služil tudi kot orodje pri interaktivnem poučevanju drugih predmetov. Omogoča tudi simulacije raznih procesov. Šole opremo lahko uporabljajo še za avtomatizacijo poslovanja, šolsko evidenco in podobna pisarniška opravila.'
>>Opis računalnikov Partner 1FG, 2FG in WFG in različnih konfiguarcij za uporabo v učilnicah
>>Opis programske opreme",https://kiberpipin.racunalniski-muzej.si/gallery/v/album178/album272/album283/album285/
78/12,Šolstvo/Znanost,"Delo (21.01.1978, letnik 20, številka 16)",>>Univerzi sodelujeta na področju razvoja računalništva,http://www.dlib.si/listalnik/URN_NBN_SI_doc-P02EHOF8/2/index.html
79/13,Šolstvo/Znanost,"Delo (04.01.1979, letnik 21, številka 02)",">>Laboratorij za računalniško projektiranje VTŠ
'Skupini na VTŠ in sodelavcem fakultete za gradbeništvo v Ljubljani so leta 1977 zaupali vodstvo raziskovalnega projekta Računalniško projektiranje'
'Delo je na VTŠ ovirala nezadovoljiva oprema, zdaj podpisali pogoodbe o dobavi ustrezne opreme, o izmenjavi dela in sodelovanju''PArtnerji v gospodarstvu bodo lahko opremo uporabljali prek prvih šestih terminalov nameščenih v TAM, Konstruktor, Gradis, Tehniška šola Celje, Vodno Gospodarstvo in Elkom'
'V laboratoriju bodo razvijali postopke in metode, s katereimi bodo čimbolj avtomatizirali  vse faze inženirskega konstruktorskega dela od ideje do izdelave. Razvijali bodo programe in postopke za računanje konstrukcij, za avtomatizirano risanje z računalnikom, za krmiljenje obdelovalnih strojev in podobno''V prihodnosti bodo sodelovali tudi z izdelovalci računalniške opreme v Gorenje'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-SBZN5WX2/6/index.html
79/14,Šolstvo/Znanost,"Delo (18.04.1979, letnik 21, številka 91)",">>Skupščina raziskovalne skupnosti Slovenije, Republiška izobraževalna skupnost, Ljubljanska in Mariborska univerza, IJS bodo skupaj prispevali za nakup računalniške opreme. Univerzitetna centra sta se po tehtnem premisleku odločila za različna sistema, DEC 10 v Ljubljani in Cyber 171 v Mariboru. V Mariboru so se odločili za Iskro, ker ponuja boljše možnosti za sodelovanje na raziskovalnem področju'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-G4JVJJDS/4/index.html
80/16,Šolstvo/Znanost,"Delo (27.02.1980, letnik 22, številka 48)",">>Računalnik prodira v kemijo
'V Kemijskem inštitut Borisa Kidriča razvili informacijski sistem za določanje spojin.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-O8AXZHMC/6/index.html
80/29,Šolstvo/Znanost,"Delo (16.07.1980, letnik 22, številka 165)
in Delo (10.09.1980, letnik 22, številka 212)",>>Odprli kabinet za meritve in računalniški terminal v Višji pomorski šoli Portorož,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4HY4O34N/24/index.html     http://www.dlib.si/listalnik/URN_NBN_SI_doc-UILJU21K/16/index.html 
